id_estudiante,nombre,email,telefono,residencia,habitacion,fecha_entrada,cuota_mensual
EST-0819,Estudiante 819,estudiante819@email.com,600000819,Residencia LowCost 19,125,2024-09-01,600.0
EST-0820,Estudiante 820,estudiante820@email.com,600000820,Residencia LowCost 20,301,2024-09-01,600.0
EST-0821,Estudiante 821,estudiante821@email.com,600000821,Residencia Sol,461,2024-09-01,1200.0
EST-0822,Estudiante 822,estudiante822@email.com,600000822,Residencia Nova,267,2024-09-01,1200.0
EST-0823,Estudiante 823,estudiante823@email.com,600000823,Residencia Elite,414,2024-09-01,1200.0
EST-0824,Estudiante 824,estudiante824@email.com,600000824,Residencia Royal,584,2024-09-01,1200.0
EST-0825,Estudiante 825,estudiante825@email.com,600000825,Residencia Zenith,499,2024-09-01,1200.0
EST-0826,Estudiante 826,estudiante826@email.com,600000826,Residencia Standard 6,532,2024-09-01,850.0
EST-0827,Estudiante 827,estudiante827@email.com,600000827,Residencia Standard 7,576,2024-09-01,850.0
EST-0828,Estudiante 828,estudiante828@email.com,600000828,Residencia Standard 8,293,2024-09-01,850.0
EST-0829,Estudiante 829,estudiante829@email.com,600000829,Residencia Standard 9,434,2024-09-01,850.0
EST-0830,Estudiante 830,estudiante830@email.com,600000830,Residencia Standard 10,586,2024-09-01,850.0
EST-0831,Estudiante 831,estudiante831@email.com,600000831,Residencia Standard 11,324,2024-09-01,850.0
EST-0832,Estudiante 832,estudiante832@email.com,600000832,Residencia Standard 12,411,2024-09-01,850.0
EST-0833,Estudiante 833,estudiante833@email.com,600000833,Residencia Standard 13,445,2024-09-01,850.0
EST-0834,Estudiante 834,estudiante834@email.com,600000834,Residencia Standard 14,326,2024-09-01,850.0
EST-0835,Estudiante 835,estudiante835@email.com,600000835,Residencia Standard 15,353,2024-09-01,850.0
EST-0836,Estudiante 836,estudiante836@email.com,600000836,Residencia LowCost 16,575,2024-09-01,600.0
EST-0837,Estudiante 837,estudiante837@email.com,600000837,Residencia LowCost 17,363,2024-09-01,600.0
EST-0838,Estudiante 838,estudiante838@email.com,600000838,Residencia LowCost 18,208,2024-09-01,600.0
EST-0839,Estudiante 839,estudiante839@email.com,600000839,Residencia LowCost 19,544,2024-09-01,600.0
EST-0840,Estudiante 840,estudiante840@email.com,600000840,Residencia LowCost 20,123,2024-09-01,600.0
EST-0841,Estudiante 841,estudiante841@email.com,600000841,Residencia Sol,381,2024-09-01,1200.0
EST-0842,Estudiante 842,estudiante842@email.com,600000842,Residencia Nova,229,2024-09-01,1200.0
EST-0843,Estudiante 843,estudiante843@email.com,600000843,Residencia Elite,222,2024-09-01,1200.0
EST-0844,Estudiante 844,estudiante844@email.com,600000844,Residencia Royal,368,2024-09-01,1200.0
EST-0845,Estudiante 845,estudiante845@email.com,600000845,Residencia Zenith,105,2024-09-01,1200.0
EST-0846,Estudiante 846,estudiante846@email.com,600000846,Residencia Standard 6,589,2024-09-01,850.0
EST-0847,Estudiante 847,estudiante847@email.com,600000847,Residencia Standard 7,127,2024-09-01,850.0
EST-0848,Estudiante 848,estudiante848@email.com,600000848,Residencia Standard 8,336,2024-09-01,850.0
EST-0849,Estudiante 849,estudiante849@email.com,600000849,Residencia Standard 9,531,2024-09-01,850.0
EST-0850,Estudiante 850,estudiante850@email.com,600000850,Residencia Standard 10,481,2024-09-01,850.0
EST-0851,Estudiante 851,estudiante851@email.com,600000851,Residencia Standard 11,437,2024-09-01,850.0
EST-0852,Estudiante 852,estudiante852@email.com,600000852,Residencia Standard 12,395,2024-09-01,850.0
EST-0853,Estudiante 853,estudiante853@email.com,600000853,Residencia Standard 13,121,2024-09-01,850.0
EST-0854,Estudiante 854,estudiante854@email.com,600000854,Residencia Standard 14,157,2024-09-01,850.0
EST-0855,Estudiante 855,estudiante855@email.com,600000855,Residencia Standard 15,554,2024-09-01,850.0
EST-0856,Estudiante 856,estudiante856@email.com,600000856,Residencia LowCost 16,538,2024-09-01,600.0
EST-0857,Estudiante 857,estudiante857@email.com,600000857,Residencia LowCost 17,218,2024-09-01,600.0
EST-0858,Estudiante 858,estudiante858@email.com,600000858,Residencia LowCost 18,136,2024-09-01,600.0
EST-0859,Estudiante 859,estudiante859@email.com,600000859,Residencia LowCost 19,375,2024-09-01,600.0
EST-0860,Estudiante 860,estudiante860@email.com,600000860,Residencia LowCost 20,233,2024-09-01,600.0
EST-0861,Estudiante 861,estudiante861@email.com,600000861,Residencia Sol,270,2024-09-01,1200.0
EST-0862,Estudiante 862,estudiante862@email.com,600000862,Residencia Nova,563,2024-09-01,1200.0
EST-0863,Estudiante 863,estudiante863@email.com,600000863,Residencia Elite,558,2024-09-01,1200.0
EST-0864,Estudiante 864,estudiante864@email.com,600000864,Residencia Royal,341,2024-09-01,1200.0
EST-0865,Estudiante 865,estudiante865@email.com,600000865,Residencia Zenith,343,2024-09-01,1200.0
EST-0866,Estudiante 866,estudiante866@email.com,600000866,Residencia Standard 6,123,2024-09-01,850.0
EST-0867,Estudiante 867,estudiante867@email.com,600000867,Residencia Standard 7,505,2024-09-01,850.0
EST-0868,Estudiante 868,estudiante868@email.com,600000868,Residencia Standard 8,280,2024-09-01,850.0
EST-0869,Estudiante 869,estudiante869@email.com,600000869,Residencia Standard 9,573,2024-09-01,850.0
EST-0870,Estudiante 870,estudiante870@email.com,600000870,Residencia Standard 10,513,2024-09-01,850.0
EST-0871,Estudiante 871,estudiante871@email.com,600000871,Residencia Standard 11,340,2024-09-01,850.0
EST-0872,Estudiante 872,estudiante872@email.com,600000872,Residencia Standard 12,469,2024-09-01,850.0
EST-0873,Estudiante 873,estudiante873@email.com,600000873,Residencia Standard 13,446,2024-09-01,850.0
EST-0874,Estudiante 874,estudiante874@email.com,600000874,Residencia Standard 14,170,2024-09-01,850.0
EST-0875,Estudiante 875,estudiante875@email.com,600000875,Residencia Standard 15,307,2024-09-01,850.0
EST-0876,Estudiante 876,estudiante876@email.com,600000876,Residencia LowCost 16,228,2024-09-01,600.0
EST-0877,Estudiante 877,estudiante877@email.com,600000877,Residencia LowCost 17,169,2024-09-01,600.0
EST-0878,Estudiante 878,estudiante878@email.com,600000878,Residencia LowCost 18,307,2024-09-01,600.0
EST-0879,Estudiante 879,estudiante879@email.com,600000879,Residencia LowCost 19,233,2024-09-01,600.0
EST-0880,Estudiante 880,estudiante880@email.com,600000880,Residencia LowCost 20,574,2024-09-01,600.0
EST-0881,Estudiante 881,estudiante881@email.com,600000881,Residencia Sol,199,2024-09-01,1200.0
EST-0882,Estudiante 882,estudiante882@email.com,600000882,Residencia Nova,311,2024-09-01,1200.0
EST-0883,Estudiante 883,estudiante883@email.com,600000883,Residencia Elite,598,2024-09-01,1200.0
EST-0884,Estudiante 884,estudiante884@email.com,600000884,Residencia Royal,379,2024-09-01,1200.0
EST-0885,Estudiante 885,estudiante885@email.com,600000885,Residencia Zenith,333,2024-09-01,1200.0
EST-0886,Estudiante 886,estudiante886@email.com,600000886,Residencia Standard 6,147,2024-09-01,850.0
EST-0887,Estudiante 887,estudiante887@email.com,600000887,Residencia Standard 7,304,2024-09-01,850.0
EST-0888,Estudiante 888,estudiante888@email.com,600000888,Residencia Standard 8,478,2024-09-01,850.0
EST-0889,Estudiante 889,estudiante889@email.com,600000889,Residencia Standard 9,373,2024-09-01,850.0
EST-0890,Estudiante 890,estudiante890@email.com,600000890,Residencia Standard 10,199,2024-09-01,850.0
EST-0891,Estudiante 891,estudiante891@email.com,600000891,Residencia Standard 11,292,2024-09-01,850.0
EST-0892,Estudiante 892,estudiante892@email.com,600000892,Residencia Standard 12,397,2024-09-01,850.0
EST-0893,Estudiante 893,estudiante893@email.com,600000893,Residencia Standard 13,353,2024-09-01,850.0
EST-0894,Estudiante 894,estudiante894@email.com,600000894,Residencia Standard 14,315,2024-09-01,850.0
EST-0895,Estudiante 895,estudiante895@email.com,600000895,Residencia Standard 15,236,2024-09-01,850.0
EST-0896,Estudiante 896,estudiante896@email.com,600000896,Residencia LowCost 16,396,2024-09-01,600.0
EST-0897,Estudiante 897,estudiante897@email.com,600000897,Residencia LowCost 17,368,2024-09-01,600.0
EST-0898,Estudiante 898,estudiante898@email.com,600000898,Residencia LowCost 18,572,2024-09-01,600.0
EST-0899,Estudiante 899,estudiante899@email.com,600000899,Residencia LowCost 19,222,2024-09-01,600.0
EST-0900,Estudiante 900,estudiante900@email.com,600000900,Residencia LowCost 20,489,2024-09-01,600.0
EST-0901,Estudiante 901,estudiante901@email.com,600000901,Residencia Sol,384,2024-09-01,1200.0
EST-0902,Estudiante 902,estudiante902@email.com,600000902,Residencia Nova,360,2024-09-01,1200.0
EST-0903,Estudiante 903,estudiante903@email.com,600000903,Residencia Elite,224,2024-09-01,1200.0
EST-0904,Estudiante 904,estudiante904@email.com,600000904,Residencia Royal,296,2024-09-01,1200.0
EST-0905,Estudiante 905,estudiante905@email.com,600000905,Residencia Zenith,236,2024-09-01,1200.0
EST-0906,Estudiante 906,estudiante906@email.com,600000906,Residencia Standard 6,305,2024-09-01,850.0
EST-0907,Estudiante 907,estudiante907@email.com,600000907,Residencia Standard 7,202,2024-09-01,850.0
EST-0908,Estudiante 908,estudiante908@email.com,600000908,Residencia Standard 8,317,2024-09-01,850.0
EST-0909,Estudiante 909,estudiante909@email.com,600000909,Residencia Standard 9,342,2024-09-01,850.0
EST-0910,Estudiante 910,estudiante910@email.com,600000910,Residencia Standard 10,449,2024-09-01,850.0
EST-0911,Estudiante 911,estudiante911@email.com,600000911,Residencia Standard 11,579,2024-09-01,850.0
EST-0912,Estudiante 912,estudiante912@email.com,600000912,Residencia Standard 12,375,2024-09-01,850.0
EST-0913,Estudiante 913,estudiante913@email.com,600000913,Residencia Standard 13,437,2024-09-01,850.0
EST-0914,Estudiante 914,estudiante914@email.com,600000914,Residencia Standard 14,121,2024-09-01,850.0
EST-0915,Estudiante 915,estudiante915@email.com,600000915,Residencia Standard 15,307,2024-09-01,850.0
EST-0916,Estudiante 916,estudiante916@email.com,600000916,Residencia LowCost 16,452,2024-09-01,600.0
EST-0917,Estudiante 917,estudiante917@email.com,600000917,Residencia LowCost 17,196,2024-09-01,600.0
EST-0918,Estudiante 918,estudiante918@email.com,600000918,Residencia LowCost 18,121,2024-09-01,600.0
EST-0919,Estudiante 919,estudiante919@email.com,600000919,Residencia LowCost 19,459,2024-09-01,600.0
EST-0920,Estudiante 920,estudiante920@email.com,600000920,Residencia LowCost 20,485,2024-09-01,600.0
EST-0921,Estudiante 921,estudiante921@email.com,600000921,Residencia Sol,332,2024-09-01,1200.0
EST-0922,Estudiante 922,estudiante922@email.com,600000922,Residencia Nova,185,2024-09-01,1200.0
EST-0923,Estudiante 923,estudiante923@email.com,600000923,Residencia Elite,419,2024-09-01,1200.0
EST-0924,Estudiante 924,estudiante924@email.com,600000924,Residencia Royal,296,2024-09-01,1200.0
EST-0925,Estudiante 925,estudiante925@email.com,600000925,Residencia Zenith,315,2024-09-01,1200.0
EST-0926,Estudiante 926,estudiante926@email.com,600000926,Residencia Standard 6,101,2024-09-01,850.0
EST-0927,Estudiante 927,estudiante927@email.com,600000927,Residencia Standard 7,194,2024-09-01,850.0
EST-0928,Estudiante 928,estudiante928@email.com,600000928,Residencia Standard 8,523,2024-09-01,850.0
EST-0929,Estudiante 929,estudiante929@email.com,600000929,Residencia Standard 9,118,2024-09-01,850.0
EST-0930,Estudiante 930,estudiante930@email.com,600000930,Residencia Standard 10,379,2024-09-01,850.0
EST-0931,Estudiante 931,estudiante931@email.com,600000931,Residencia Standard 11,380,2024-09-01,850.0
EST-0932,Estudiante 932,estudiante932@email.com,600000932,Residencia Standard 12,160,2024-09-01,850.0
EST-0933,Estudiante 933,estudiante933@email.com,600000933,Residencia Standard 13,132,2024-09-01,850.0
EST-0934,Estudiante 934,estudiante934@email.com,600000934,Residencia Standard 14,265,2024-09-01,850.0
EST-0935,Estudiante 935,estudiante935@email.com,600000935,Residencia Standard 15,261,2024-09-01,850.0
EST-0936,Estudiante 936,estudiante936@email.com,600000936,Residencia LowCost 16,124,2024-09-01,600.0
EST-0937,Estudiante 937,estudiante937@email.com,600000937,Residencia LowCost 17,191,2024-09-01,600.0
EST-0938,Estudiante 938,estudiante938@email.com,600000938,Residencia LowCost 18,566,2024-09-01,600.0
EST-0939,Estudiante 939,estudiante939@email.com,600000939,Residencia LowCost 19,400,2024-09-01,600.0
EST-0940,Estudiante 940,estudiante940@email.com,600000940,Residencia LowCost 20,257,2024-09-01,600.0
EST-0941,Estudiante 941,estudiante941@email.com,600000941,Residencia Sol,457,2024-09-01,1200.0
EST-0942,Estudiante 942,estudiante942@email.com,600000942,Residencia Nova,362,2024-09-01,1200.0
EST-0943,Estudiante 943,estudiante943@email.com,600000943,Residencia Elite,558,2024-09-01,1200.0
EST-0944,Estudiante 944,estudiante944@email.com,600000944,Residencia Royal,203,2024-09-01,1200.0
EST-0945,Estudiante 945,estudiante945@email.com,600000945,Residencia Zenith,376,2024-09-01,1200.0
EST-0946,Estudiante 946,estudiante946@email.com,600000946,Residencia Standard 6,256,2024-09-01,850.0
EST-0947,Estudiante 947,estudiante947@email.com,600000947,Residencia Standard 7,272,2024-09-01,850.0
EST-0948,Estudiante 948,estudiante948@email.com,600000948,Residencia Standard 8,342,2024-09-01,850.0
EST-0949,Estudiante 949,estudiante949@email.com,600000949,Residencia Standard 9,502,2024-09-01,850.0
EST-0950,Estudiante 950,estudiante950@email.com,600000950,Residencia Standard 10,545,2024-09-01,850.0
EST-0951,Estudiante 951,estudiante951@email.com,600000951,Residencia Standard 11,247,2024-09-01,850.0
EST-0952,Estudiante 952,estudiante952@email.com,600000952,Residencia Standard 12,408,2024-09-01,850.0
EST-0953,Estudiante 953,estudiante953@email.com,600000953,Residencia Standard 13,242,2024-09-01,850.0
EST-0954,Estudiante 954,estudiante954@email.com,600000954,Residencia Standard 14,369,2024-09-01,850.0
EST-0955,Estudiante 955,estudiante955@email.com,600000955,Residencia Standard 15,599,2024-09-01,850.0
EST-0956,Estudiante 956,estudiante956@email.com,600000956,Residencia LowCost 16,512,2024-09-01,600.0
EST-0957,Estudiante 957,estudiante957@email.com,600000957,Residencia LowCost 17,154,2024-09-01,600.0
EST-0958,Estudiante 958,estudiante958@email.com,600000958,Residencia LowCost 18,388,2024-09-01,600.0
EST-0959,Estudiante 959,estudiante959@email.com,600000959,Residencia LowCost 19,249,2024-09-01,600.0
EST-0960,Estudiante 960,estudiante960@email.com,600000960,Residencia LowCost 20,293,2024-09-01,600.0
EST-0961,Estudiante 961,estudiante961@email.com,600000961,Residencia Sol,411,2024-09-01,1200.0
EST-0962,Estudiante 962,estudiante962@email.com,600000962,Residencia Nova,446,2024-09-01,1200.0
EST-0963,Estudiante 963,estudiante963@email.com,600000963,Residencia Elite,423,2024-09-01,1200.0
EST-0964,Estudiante 964,estudiante964@email.com,600000964,Residencia Royal,596,2024-09-01,1200.0
EST-0965,Estudiante 965,estudiante965@email.com,600000965,Residencia Zenith,276,2024-09-01,1200.0
EST-0966,Estudiante 966,estudiante966@email.com,600000966,Residencia Standard 6,404,2024-09-01,850.0
EST-0967,Estudiante 967,estudiante967@email.com,600000967,Residencia Standard 7,254,2024-09-01,850.0
EST-0968,Estudiante 968,estudiante968@email.com,600000968,Residencia Standard 8,167,2024-09-01,850.0
EST-0969,Estudiante 969,estudiante969@email.com,600000969,Residencia Standard 9,579,2024-09-01,850.0
EST-0970,Estudiante 970,estudiante970@email.com,600000970,Residencia Standard 10,322,2024-09-01,850.0
EST-0971,Estudiante 971,estudiante971@email.com,600000971,Residencia Standard 11,193,2024-09-01,850.0
EST-0972,Estudiante 972,estudiante972@email.com,600000972,Residencia Standard 12,323,2024-09-01,850.0
EST-0973,Estudiante 973,estudiante973@email.com,600000973,Residencia Standard 13,258,2024-09-01,850.0
EST-0974,Estudiante 974,estudiante974@email.com,600000974,Residencia Standard 14,224,2024-09-01,850.0
EST-0975,Estudiante 975,estudiante975@email.com,600000975,Residencia Standard 15,355,2024-09-01,850.0
EST-0976,Estudiante 976,estudiante976@email.com,600000976,Residencia LowCost 16,513,2024-09-01,600.0
EST-0977,Estudiante 977,estudiante977@email.com,600000977,Residencia LowCost 17,450,2024-09-01,600.0
EST-0978,Estudiante 978,estudiante978@email.com,600000978,Residencia LowCost 18,449,2024-09-01,600.0
EST-0979,Estudiante 979,estudiante979@email.com,600000979,Residencia LowCost 19,274,2024-09-01,600.0
EST-0980,Estudiante 980,estudiante980@email.com,600000980,Residencia LowCost 20,338,2024-09-01,600.0
EST-0981,Estudiante 981,estudiante981@email.com,600000981,Residencia Sol,419,2024-09-01,1200.0
EST-0982,Estudiante 982,estudiante982@email.com,600000982,Residencia Nova,139,2024-09-01,1200.0
EST-0983,Estudiante 983,estudiante983@email.com,600000983,Residencia Elite,553,2024-09-01,1200.0
EST-0984,Estudiante 984,estudiante984@email.com,600000984,Residencia Royal,282,2024-09-01,1200.0
EST-0985,Estudiante 985,estudiante985@email.com,600000985,Residencia Zenith,137,2024-09-01,1200.0
EST-0986,Estudiante 986,estudiante986@email.com,600000986,Residencia Standard 6,344,2024-09-01,850.0
EST-0987,Estudiante 987,estudiante987@email.com,600000987,Residencia Standard 7,514,2024-09-01,850.0
EST-0988,Estudiante 988,estudiante988@email.com,600000988,Residencia Standard 8,279,2024-09-01,850.0
EST-0989,Estudiante 989,estudiante989@email.com,600000989,Residencia Standard 9,186,2024-09-01,850.0
EST-0990,Estudiante 990,estudiante990@email.com,600000990,Residencia Standard 10,492,2024-09-01,850.0
EST-0991,Estudiante 991,estudiante991@email.com,600000991,Residencia Standard 11,519,2024-09-01,850.0
EST-0992,Estudiante 992,estudiante992@email.com,600000992,Residencia Standard 12,578,2024-09-01,850.0
EST-0993,Estudiante 993,estudiante993@email.com,600000993,Residencia Standard 13,168,2024-09-01,850.0
EST-0994,Estudiante 994,estudiante994@email.com,600000994,Residencia Standard 14,284,2024-09-01,850.0
EST-0995,Estudiante 995,estudiante995@email.com,600000995,Residencia Standard 15,490,2024-09-01,850.0
EST-0996,Estudiante 996,estudiante996@email.com,600000996,Residencia LowCost 16,404,2024-09-01,600.0
EST-0997,Estudiante 997,estudiante997@email.com,600000997,Residencia LowCost 17,566,2024-09-01,600.0
EST-0998,Estudiante 998,estudiante998@email.com,600000998,Residencia LowCost 18,133,2024-09-01,600.0
EST-0999,Estudiante 999,estudiante999@email.com,600000999,Residencia LowCost 19,586,2024-09-01,600.0
EST-1000,Estudiante 1000,estudiante1000@email.com,600001000,Residencia LowCost 20,218,2024-09-01,600.0
